signature,slot,timestamp,pool,mint,wallet,side,token_amount,quote_sol,quote_usd,price_usd,venue,is_whale,is_quote_verified,source_type
45oXaom4xCL4MenYqXfqvAQmN4YsQcgMY9gVUMWyWhbyxAFvfscAWuvc5YX3KR7g41Ki59J5wfert771ifsA8ydH,444607618,2026-09-05 20:12:33,AChLdRrzM9RC8xbMapZSzCa2Ehg4n8QRPmepeoRZrVno,2pw42Poei4ys5drzQXnr8ePXUuc8utM8r2S98urSpump,FSNa7qrzg2cnVBk2BKx2HaxzEUnJU9Lx7MKMmKCouSCt,BUY,54932.491946,,,,Generic_DEX,False,False,REAL
5YT7i4FHAMXG2hqwcB4EiRk64m3NzYT7WRkH7AGxosPdwpGAXLyEjEo26hXUCych25n8TQWNeiKgpMj6dKuQpCS5,444607618,2026-09-05 20:12:33,AChLdRrzM9RC8xbMapZSzCa2Ehg4n8QRPmepeoRZrVno,2pw42Poei4ys5drzQXnr8ePXUuc8utM8r2S98urSpump,BjX1D4Bck1qDE3vC9sFeSzXVMVbcxeuP8TCEAPGingy5,SELL,46464.461425,,,,Generic_DEX,False,False,REAL
2GSRPJC6ZBJEcKN8DQ3p9Xusb7LmBM1pDRTH4odHDve4QMAmyoanHYhU3Ls3RECXFLgGx2aZzn55Sh1uozXb7Ay2,444607617,2026-09-05 20:12:33,AChLdRrzM9RC8xbMapZSzCa2Ehg4n8QRPmepeoRZrVno,2pw42Poei4ys5drzQXnr8ePXUuc8utM8r2S98urSpump,BCqLhX1RaGyrgySpayMrHG7rNZBGj41zdX3xNAZRpsb6,BUY,30493.370911,,,,Generic_DEX,False,False,REAL
2TmwXwAbawQm8grJbFvaS2vuTnfwK5tk28cg2QgecJb9Co9iXobj3Nnp5LdNgG46k7RCbyLR7YJBnHpv4TaeKQh3,444607615,2026-09-05 20:12:32,AChLdRrzM9RC8xbMapZSzCa2Ehg4n8QRPmepeoRZrVno,2pw42Poei4ys5drzQXnr8ePXUuc8utM8r2S98urSpump,DFKpRxZ4bM2tLceq59ZjCuw5i5aoQ5NmYp5ZgWKxsL6m,BUY,13174.473396,,,,Generic_DEX,False,False,REAL
4vadGztYgDEsyArKf8rsydpgQ2TuCQsDurhdUmZzMgsrRPY61r4kPdKj7LCCpgZXAWUEquyc9MjonMhxrrUYt839,444607615,2026-09-05 20:12:32,AChLdRrzM9RC8xbMapZSzCa2Ehg4n8QRPmepeoRZrVno,2pw42Poei4ys5drzQXnr8ePXUuc8utM8r2S98urSpump,6hpkv6dHHZuwd48jSYPtTxNFjG577QTunz4Pxet2tjYR,BUY,37259.124475,,,,Generic_DEX,False,False,REAL
maKgkqhLvwFZ2uEbRjbC1haYzfcorX9462tcdbWXRNoTWU78wfPmPTjuoRtF3Ny9xtqYr5wdSByWswnRaC1sqZJ,444607615,2026-09-05 20:12:32,AChLdRrzM9RC8xbMapZSzCa2Ehg4n8QRPmepeoRZrVno,2pw42Poei4ys5drzQXnr8ePXUuc8utM8r2S98urSpump,BxoeRzu1HwjBeyo9mhUAW2XsXZvZUoeQ3XzeG41RsENv,BUY,257045.8918539998,,,,Generic_DEX,False,False,REAL
h8tJsE2aHGxd6xHadCmhzds85BFvZHXwBk6C4d58yjai6CXGbWmntcHynYn7LgSuGmi84ZFbjAe7oWSSNrf5uwN,444607613,2026-09-05 20:12:31,AChLdRrzM9RC8xbMapZSzCa2Ehg4n8QRPmepeoRZrVno,2pw42Poei4ys5drzQXnr8ePXUuc8utM8r2S98urSpump,GLwtsSr6mvq1cnGNtZbQszyd49ZKVB2bznXBAG4Jx8Cp,BUY,65406.363725,,,,Generic_DEX,False,False,REAL
21VLNVYSZaDJVcG3KWqDj76NJRjNya1sdawR5zQ6Hmth14udxwkYJ9RJr8Q9fxqzYiHTVqK9Lx7GRUbnU4LNTa4t,444607613,2026-09-05 20:12:31,AChLdRrzM9RC8xbMapZSzCa2Ehg4n8QRPmepeoRZrVno,2pw42Poei4ys5drzQXnr8ePXUuc8utM8r2S98urSpump,GTw7Ua5L8XL2YPVuKQNbHXcrAatu1LjS1HqLMqUJhasE,BUY,38818.095843,,,,Generic_DEX,False,False,REAL
2f6WRw2c3ytSErcAwzPComTNmD3cGasv1pVnmuFwKDEDjVkgAaK86yDy4R3ykyNcYWZYdberDh3H1w75MWs5Kncp,444607611,2026-09-05 20:12:31,AChLdRrzM9RC8xbMapZSzCa2Ehg4n8QRPmepeoRZrVno,2pw42Poei4ys5drzQXnr8ePXUuc8utM8r2S98urSpump,E67c8WzQGFngtBP4BDmPvcjRCGPRCNuerpYV6JokGAdu,BUY,27173.315712,,,,Generic_DEX,False,False,REAL
4ZCNxRG28t6B65pGBaYCjexaD1KVR77unT91TjcUAnFcB8RNqUcXsE23JCycUkjreNcqg2ZvdLT5xs168ED4uV7n,444607611,2026-09-05 20:12:31,AChLdRrzM9RC8xbMapZSzCa2Ehg4n8QRPmepeoRZrVno,2pw42Poei4ys5drzQXnr8ePXUuc8utM8r2S98urSpump,6UNjS6H6rL7pV3MqM7gio1rvRYrxbS1pXb6c3moSXgth,BUY,741916.390561,,,,Generic_DEX,False,False,REAL
2eQ9UTB3TnJKC7x4pfkt1F1786gjLU2GMP9f9prGKcSNJtf4DJYGwH3Kg2G6Bg8V9i9oMBf9MR24TJHiRMbeuhy8,444607675,2026-09-05 20:12:50,76UhTEd4j9ijAAXibpAgvK4j6Yf9qtUPi1jh3BcGG1P9,6HwjR6eNd7xBzFX1p2jc5dbHzCyx5FoDVRiKUfJMpump,72JjxACD6aB2RCwYDxdw4CrxUVj4VzUZmQPz6AwNv4LT,BUY,299474.811689,,,,Pump.fun,False,False,REAL
3vsfE1YGTYzpBLv98meesc8wthhu3Wy2hSL9BNszcuatT945LgiVCdLdRZzEJVzZNti99CKswqXTjRK131a9bKza,444607671,2026-09-05 20:12:49,76UhTEd4j9ijAAXibpAgvK4j6Yf9qtUPi1jh3BcGG1P9,6HwjR6eNd7xBzFX1p2jc5dbHzCyx5FoDVRiKUfJMpump,67R1q5tqtBw1rrVoBbLUkgR4y8geZD9rNqp3DfEL7Jon,BUY,2829121.5803,,,,Raydium_AMM_V4,False,False,REAL
3RP9nSZTyRrQ87jnPNUYMEJVF9h7D2n5wNRBqynYvHHhq93CKxgCGp7L5QZUpYtQemaatsvjjYfhb9qFt9ZgZUdY,444607667,2026-09-05 20:12:48,76UhTEd4j9ijAAXibpAgvK4j6Yf9qtUPi1jh3BcGG1P9,6HwjR6eNd7xBzFX1p2jc5dbHzCyx5FoDVRiKUfJMpump,BwRUYhUN18HHM5KdLmzTfrrqRbqP6g7QsHn8tz6g87DL,SELL,10115200.915897,,,,Pump.fun,False,False,REAL
44VBGB85bSKLhy7oeUp9nTzmyCmE6HmRcwctWbjQp6DfiaBuRwtwDp1HwAii2dRZyVQWjhGcD8KzUujK7z8D2mLA,444607596,2026-09-05 20:12:26,76UhTEd4j9ijAAXibpAgvK4j6Yf9qtUPi1jh3BcGG1P9,6HwjR6eNd7xBzFX1p2jc5dbHzCyx5FoDVRiKUfJMpump,2zYeZJWSA9PctkKEJZHSwutC8fS2jwLZEQ5K8CqtwW54,SELL,1136522.475517,,,,Pump.fun,False,False,REAL
56MzHEDQu3JrDm1enxqGrd1qAFMMJ5JriUicWrJ8LtqK42YKcRvaVkdqHytqxPznmNNPsanUpNbKvjNtPDCvJxsR,444607757,2026-09-05 20:13:15,58ESDsrZJ9fKccTMPL5zdktr14NER11a25TovEMqUL8E,6JV2jrkUK3rxf3oHwpD1BpinxkaJ5gBUoFQmi5czpump,CzenSBELRuncdPecN3jU3aF5pdrbAXp2J9Y1NrhSXVsg,SELL,69231.485671,,,,Raydium_AMM_V4,False,False,REAL
3x94NkLzmUYbEAyunmsoSey7EqMw7YiEX6AsAWyHR5SyzGMgGW9bbUwSyh4wwSg4tcKWe4xCNvsiXBSmk8VGciva,444607728,2026-09-05 20:13:07,58ESDsrZJ9fKccTMPL5zdktr14NER11a25TovEMqUL8E,6JV2jrkUK3rxf3oHwpD1BpinxkaJ5gBUoFQmi5czpump,HrhpxDNutasRAty1yrq5jwGgGCbfNfZPWP6sxQG1GVfQ,SELL,612275.192078,,,,Generic_DEX,False,False,REAL
2BoUygY81C8s95PJBJXdSXsFsxVWnoJphhNbknnHC67nXwvNFmtBTMeENuobC9TJFB5jTKEB6MaSCZbXLEvvPSkX,444607719,2026-09-05 20:13:04,58ESDsrZJ9fKccTMPL5zdktr14NER11a25TovEMqUL8E,6JV2jrkUK3rxf3oHwpD1BpinxkaJ5gBUoFQmi5czpump,GL9RmQ9qQf2GumDaJ9B7mSV8aKycFaWw7K5ZXZZrJ6F9,SELL,9541779.801806,,,,Raydium_AMM_V4,False,False,REAL
3S4qgJ2qQ9PktQReCzpJrf8eDSLVXMnTUJoaHzyfiSgjWqtpQdwUJuKSg2M9S3ppPsPAEXqtUj7wndxMgWMciEdv,444607697,2026-09-05 20:12:57,58ESDsrZJ9fKccTMPL5zdktr14NER11a25TovEMqUL8E,6JV2jrkUK3rxf3oHwpD1BpinxkaJ5gBUoFQmi5czpump,sbJmrE3FqJxLe5u2E2YhjMq53PUcAAx2rGmRJ1DKZuA,SELL,300061.057708,,,,Generic_DEX,False,False,REAL
veuNH4qUsQnh9Xp9K97nR3DMxKyRjxnNjajFxG5JHohdmDzEf6gjr5K9pKr4MgpHp4NceW9mrXFdo3DnDhByUFp,444607681,2026-09-05 20:12:52,58ESDsrZJ9fKccTMPL5zdktr14NER11a25TovEMqUL8E,6JV2jrkUK3rxf3oHwpD1BpinxkaJ5gBUoFQmi5czpump,EciqaLNLEfGCQu4KsDb31xGGZSziYx9xbgenjvJzQWC9,BUY,12563096.304686,,,,Generic_DEX,False,False,REAL
EHzWzCcQfVzSHk4PpeB7F73gHadvTAwMYs97PSbbVic6TWDQPrFWkfqFhQVHhQAxQLrnESHWJcN7WitygAjrMGn,444607638,2026-09-05 20:12:39,7GCtfWBgYHBmPkB3N6iHZb1uFGBq8toh413jBoAbzfkW,aq4FWcyDQHcEJWuhANot8afe5BMfmBQSnMpi3o7pump,H4afz7oe5QC7oP9PBJNbmubZ6HdezDKugrwwqPMN4Faw,SELL,941816.147965,,,,Generic_DEX,False,False,REAL
4BGKbVnwPXsSxc7TvbgHasPcSp6uNjhcP4Pp22hS9VxHbWTQpcUg5b7D6BuYUC4F4ELLU6FqeYTJDn1sxbUM2xTd,444607888,2026-09-05 20:13:55,4pvFz4mMDyEbJpxRciWHaebZ1wv2rjySrkYW5LGfXqRR,89nKopjqgjZVJx9JmRZBW7CU6uweaMMdjscv5GMMpump,71gxahAQQGw5ks6dnZDRUtuJtXDwhYSVE6F1n2T4JwtX,SELL,2076477.386093,,,,Pump.fun,False,False,REAL
4cCZ3DtapJvEiy4bZcqE3dvTqTnWe2PFF3JTVBLxdGkdLfGpq88PdtDNVVwq2vhmNhAV7VL4SLiuBwXVk2tQab9t,444607654,2026-09-05 20:12:44,4pvFz4mMDyEbJpxRciWHaebZ1wv2rjySrkYW5LGfXqRR,89nKopjqgjZVJx9JmRZBW7CU6uweaMMdjscv5GMMpump,FDecgK3Dp4o1mgt5X9Td7NffrWMi5qZZ3CVjKyqvYpeV,BUY,692061.124909,,,,Pump.fun,False,False,REAL
3q8DG4pxBvhCdforx6bfSdW2t2xJooAheAvRvYQTx4joESpGLfxDH9Gn8KsFRj1FznfaXvagMCXb76S5XkkWUq3o,444607517,2026-09-05 20:12:01,4pvFz4mMDyEbJpxRciWHaebZ1wv2rjySrkYW5LGfXqRR,89nKopjqgjZVJx9JmRZBW7CU6uweaMMdjscv5GMMpump,9ezQoAnCG2dZXjhs4aXLTLNXbBH2KGDv1TnVD6ALqqzn,SELL,2044746.737362,,,,Pump.fun,False,False,REAL
4G1VFxstPQVsMKNcu2kfx9C2pNmYJNhg7kdnqdE5kVqRfgqqxhCUwcoaxqgYEe5ffnYXJydQ6un2V2DYhqR33pEF,444607423,2026-09-05 20:11:31,BC8zHYZ8WYKGXScphYf3mkszadyPs7MhTP3S7xNjx9Ke,BLUPbQnwyjrKQZuXWZPJNWU3bUnLejyo3vzmCerCpump,C1E6eDuxBAtmwCuF5YvjMjPMsnhyTrsyt3MKv1mZbrvk,SELL,409000.859862,,,,Pump.fun,False,False,REAL
4AvDLmzsAbHe4JUZRV1f64g2G2L2QWr3N29T3WJJeiYywNohtrP6fe5a6RXCjkse6Y6o1x3XniDL2pQfBbGbnXHp,444606167,2026-09-05 20:04:57,BC8zHYZ8WYKGXScphYf3mkszadyPs7MhTP3S7xNjx9Ke,BLUPbQnwyjrKQZuXWZPJNWU3bUnLejyo3vzmCerCpump,Hg8hq2vbSTWW2ZHphmgAFC82mqkHB4PP7mBGyLUR4YJt,SELL,1100859.800544,,,,Pump.fun,False,False,REAL
mrQp5JWM1NkxBeiazXr4D1VpfsNF9V5RYkfedW8ygBohGfUJuY9XSG7sNR4n9bvp8xTrRNQT5day12DZq4jvAuy,444604870,2026-09-05 19:58:07,BC8zHYZ8WYKGXScphYf3mkszadyPs7MhTP3S7xNjx9Ke,BLUPbQnwyjrKQZuXWZPJNWU3bUnLejyo3vzmCerCpump,RLgLLyQDbWL4F9daaQhw3tn5Q9f3Li8VBVR8jjRcNvL,SELL,5080053.298571,,,,Raydium_AMM_V4,False,False,REAL
RsswbtsDtqcdNawAvdq9yx7KkiCWoYumQY8siuj6QZZYMxXJJuUHVTy4HYiWAcwcQSKMpe7wxcRPfZLznSv23XY,444608051,2026-09-05 20:14:46,CeK694rjbw8AwwN6eXRXq8qDnSEc6Hmghq1f54KG6pBu,3hLfxCKWwtsHogi54ZbCBL2Vw8yHVjKdZ9mPokknpump,9HceVZ9z11BFtwFtPSoSiih5A9Wd9VipZEjyzyX88JMd,SELL,88381.99245,,,,Generic_DEX,False,False,REAL
5xSgiqFYzSjpknTnsMDSRk8CpiumTkZcrkoR2xZsoDeRfSFn32NH3HV54d2VPaPgfRzmMTXJk3EQNghDVRRET4k5,444607999,2026-09-05 20:14:30,CeK694rjbw8AwwN6eXRXq8qDnSEc6Hmghq1f54KG6pBu,3hLfxCKWwtsHogi54ZbCBL2Vw8yHVjKdZ9mPokknpump,BUJ3Pht65NgKCtoCqur4AzvfQB2zj1RNZvHnAbJdCpsx,BUY,214759.65205099992,,,,Generic_DEX,False,False,REAL
26Z2xmeSxGsfBiNfmadcy3JrVLYieUZYc7fas64x6U6QzpoddBMuv6vqB9BDczrCQFH42g9xeF557sRRf1UBiWTi,444607913,2026-09-05 20:14:03,CeK694rjbw8AwwN6eXRXq8qDnSEc6Hmghq1f54KG6pBu,3hLfxCKWwtsHogi54ZbCBL2Vw8yHVjKdZ9mPokknpump,74rZsz8YZDYGC4nCLPfZWb9cWADx2yY4kcjS754W6Ani,BUY,45015.945364,,,,Raydium_AMM_V4,False,False,REAL
25SpkqGRCb3Pbt2EqWjkhcgF9o5SX7WHXQ4z6pf3tHbXnJZKDoX7wheaaL79sS8TRd5ZMdMnMiFyfyCuiSi6edxB,444607856,2026-09-05 20:13:46,CeK694rjbw8AwwN6eXRXq8qDnSEc6Hmghq1f54KG6pBu,3hLfxCKWwtsHogi54ZbCBL2Vw8yHVjKdZ9mPokknpump,2tgUbS9UMoQD6GkDZBiqKYCURnGrSb6ocYwRABrSJUvY,SELL,1013293.4665580001,,,,Generic_DEX,False,False,REAL
2rYhY97DobEsk6LvUpjgtcnTKrWcQu4sSK3BBM1KLib6dm8gnBeAFSLz6Frc3ny8BMiDQTGxHWAwHHrS2yJPNRg5,444607804,2026-09-05 20:13:30,CeK694rjbw8AwwN6eXRXq8qDnSEc6Hmghq1f54KG6pBu,3hLfxCKWwtsHogi54ZbCBL2Vw8yHVjKdZ9mPokknpump,8Q3M2ccHM3M4iXCEDv1ami449Jp5xTHBB5Qyd7g86bE7,BUY,1381118.0013859998,,,,Generic_DEX,False,False,REAL
2Ba4HSVa2HpK7vkh9Sq2SEeVmCDJbpEEZMwujGAoqhU1emDPqZu6pBFEAuKrFaqEoZF89NZmuYE6pkZC1zvM81QM,444608136,2026-09-05 20:15:13,AChLdRrzM9RC8xbMapZSzCa2Ehg4n8QRPmepeoRZrVno,2pw42Poei4ys5drzQXnr8ePXUuc8utM8r2S98urSpump,69f8mtaGXrJy6MMgA2R4pWWgqQ7RESETqxSw9MdLbHDW,BUY,462522.11225600005,,,,Generic_DEX,False,False,REAL
2z5ydmwGAj8cAGnC24MHLTuiMaMvVosVFw7UDWpRbALgQ4TW6Xj2574uJRsykkqPEVLK2QaEwrr26a2gogDpoZU3,444608135,2026-09-05 20:15:13,AChLdRrzM9RC8xbMapZSzCa2Ehg4n8QRPmepeoRZrVno,2pw42Poei4ys5drzQXnr8ePXUuc8utM8r2S98urSpump,7q65xFvbPWBBALp9yDzhnfyyZ77TWZSsbQMEMtVgHppR,BUY,10692.9181,,,,Generic_DEX,False,False,REAL
4Bgzwd1EQG7TcmwAujA4KRK6tm8y1Ujet6U7wxRp1ADSGLmQMrBJoz7RNKTFAG8aRhvcyiNdqKggUtzhVFBNKC3e,444608135,2026-09-05 20:15:13,AChLdRrzM9RC8xbMapZSzCa2Ehg4n8QRPmepeoRZrVno,2pw42Poei4ys5drzQXnr8ePXUuc8utM8r2S98urSpump,6HzoHPfMdHzMQHMmPZBS7AYsqLXj6o5yALf7NkzthA16,BUY,42761.373009,,,,Generic_DEX,False,False,REAL
RLWjbh784iv77pAvjM6asbdNfxATMqSW9whkx4iR87kcJnSkVSt4sf3gHnNr9dgTVgkVYsJkMre9y8wCmCSuga8,444608120,2026-09-05 20:15:08,AChLdRrzM9RC8xbMapZSzCa2Ehg4n8QRPmepeoRZrVno,2pw42Poei4ys5drzQXnr8ePXUuc8utM8r2S98urSpump,3kxaNDB6hQA4Zy4e3KobF2RguKHh4DtiY52VW6fPP5U8,BUY,18597.158586,,,,Generic_DEX,False,False,REAL
24dxnG7X6mXhD8LEej75SJtzX2o4ieqSy9LgnDPix4UJsCQ2p7uwHULU8WoFM2j4fGrFGt7hmmx5bKG4B8PY4Fvd,444608119,2026-09-05 20:15:08,AChLdRrzM9RC8xbMapZSzCa2Ehg4n8QRPmepeoRZrVno,2pw42Poei4ys5drzQXnr8ePXUuc8utM8r2S98urSpump,8hTDMgSbWPPpyPNFt9riQbVsm3XR45rqnxMUxHn1ahtP,BUY,16383.97285,,,,Generic_DEX,False,False,REAL
5qBDySzhJ2CVj7QoecZy2khQEoxVpqN7cTbza49zWau7q2MmdX2Etm8PWHhgboUtRrdwbxvyA7Bap4QGHaWWS8kq,444608112,2026-09-05 20:15:06,AChLdRrzM9RC8xbMapZSzCa2Ehg4n8QRPmepeoRZrVno,2pw42Poei4ys5drzQXnr8ePXUuc8utM8r2S98urSpump,G5EgW3TQc4xdqLBoFV2DZBoDJTtPyEvQxtjehF8CdKKm,BUY,830270.596107,,,,Generic_DEX,False,False,REAL
3HNoDUuYeTxPpSLULXpy4smooEw4gK2G9JKNrVhxXxQS9qDFnv2pE3xBcJyAsPdut6VdtsaY6vsnKdsCXmZpzF6M,444608176,2026-09-05 20:15:26,76UhTEd4j9ijAAXibpAgvK4j6Yf9qtUPi1jh3BcGG1P9,6HwjR6eNd7xBzFX1p2jc5dbHzCyx5FoDVRiKUfJMpump,AbMzdP2guxw8iS4BFC48oskqkXHyAhXV5dpr64psmqTy,SELL,815262.029977,,,,Raydium_AMM_V4,False,False,REAL
hX7BuTRwGEPnUGGhWNEnDJ7jxvChLeFMrPs4Aq7Q1Lit3FPmd9YBpMUrLzB1fMM7SV3Th6NxBa7H9aK1p61aPJ7,444608100,2026-09-05 20:15:02,76UhTEd4j9ijAAXibpAgvK4j6Yf9qtUPi1jh3BcGG1P9,6HwjR6eNd7xBzFX1p2jc5dbHzCyx5FoDVRiKUfJMpump,6wiJ6fwHezoUCoiRDB67aG4rPU69QGkCKWtVy15bsjWG,BUY,87841.95346600004,,,,Pump.fun,False,False,REAL
32A4uHFae58aoenQADWSn2g2QtrGeP3UjE3feS59CdU6Lp1qE8rUZ8DjL8DaQJy2ZPzFioNeAh3bYxdSLvUMZSH1,444608065,2026-09-05 20:14:51,76UhTEd4j9ijAAXibpAgvK4j6Yf9qtUPi1jh3BcGG1P9,6HwjR6eNd7xBzFX1p2jc5dbHzCyx5FoDVRiKUfJMpump,FUfeUVRJG1FF6XaSsvfZ5vHHdDnsH7A843fHf9gV4wq5,SELL,370643.150473,,,,Raydium_AMM_V4,False,False,REAL
2pWsJSmeQWAAPJzcyNBroxXisWottRxfr8LMT9aPFYoDTYBNrH8c4oLAvWXzp14ZPMzWSzK3gKKGSTaJCWjxunYc,444608041,2026-09-05 20:14:43,76UhTEd4j9ijAAXibpAgvK4j6Yf9qtUPi1jh3BcGG1P9,6HwjR6eNd7xBzFX1p2jc5dbHzCyx5FoDVRiKUfJMpump,9ezQoAnCG2dZXjhs4aXLTLNXbBH2KGDv1TnVD6ALqqzn,BUY,1180623.202437,,,,Pump.fun,False,False,REAL
5WZBF6t6EZddDUtN2CEHjUtrt2dFpzc992jNr7Z83C3iUWHtu9UmH1F47pmrUwF3z3b1ddJRAoPAWnvyMYbnXjH5,444608251,2026-09-05 20:15:50,58ESDsrZJ9fKccTMPL5zdktr14NER11a25TovEMqUL8E,6JV2jrkUK3rxf3oHwpD1BpinxkaJ5gBUoFQmi5czpump,5y2kMy9Lr1B9G6Ja4L8QKaTMaqryKjasZ9NKLziGPS8E,SELL,725679.883403,,,,Raydium_AMM_V4,False,False,REAL
4dEVViJcGZqMreAGe1iVWywqCR3deyyi3R9uu4mJdafwHQGySF9vaaYrC1LUQexuSDoPjD5xsJJDsYhK9145eyhx,444608156,2026-09-05 20:15:20,58ESDsrZJ9fKccTMPL5zdktr14NER11a25TovEMqUL8E,6JV2jrkUK3rxf3oHwpD1BpinxkaJ5gBUoFQmi5czpump,H4ghEanwEuWJ7o7RTPr84e8PjZ6AG5BzNn2XRH5qprNR,SELL,4543851.406992,,,,Generic_DEX,False,False,REAL
4zgrFnLutfTFgSd22BrkQztu73id21GDiZmV1VGZe33Lz5mViKbKXbJNCLHkHncR8D3yysgrvpvu15gaAui1r8dW,444606673,2026-09-05 20:07:37,7GCtfWBgYHBmPkB3N6iHZb1uFGBq8toh413jBoAbzfkW,aq4FWcyDQHcEJWuhANot8afe5BMfmBQSnMpi3o7pump,Ev8z8z357cnhixAjeTnrBB3LTEPbX3jmWiuKmQaVLgfL,BUY,209069.177144,,,,Generic_DEX,False,False,REAL
2N96gPuTRfUojKmgaSQbDruSdStua8rdJC3ia4eLAJLEkoAd2hFubzfwtqhVPBnEY9d3tDdw5L9cKHuNo86AiVrf,444608387,2026-09-05 20:16:34,4pvFz4mMDyEbJpxRciWHaebZ1wv2rjySrkYW5LGfXqRR,89nKopjqgjZVJx9JmRZBW7CU6uweaMMdjscv5GMMpump,5oqmZmKzyBkaw8TwTTsZrBdS37e5w4BuSeAPvBGFE6W2,BUY,1043293.7337069996,,,,Raydium_AMM_V4,False,False,REAL
5HKYMhULbommdcME3FKedjkJuWdeVzgtAx4gDTsqMLye8xkxFdJozkNbQiPCtuwXU1G1h2KDCNTpicoHgGPMWo8q,444607993,2026-09-05 20:14:28,4pvFz4mMDyEbJpxRciWHaebZ1wv2rjySrkYW5LGfXqRR,89nKopjqgjZVJx9JmRZBW7CU6uweaMMdjscv5GMMpump,CGagESVxFMTWZkVpM2qQLi2cmiDF3yNdFEeW443WwGkD,BUY,111723.90860099997,,,,Pump.fun,False,False,REAL
3oSfJa6cSevRQN4fFtuWiVbpe7JydFbo6HEmThuKp575zuH5JfJHnk18ZnqLKJ6RPK2BjokmN1Gp9DshhEBo13dt,444607823,2026-09-05 20:13:36,4pvFz4mMDyEbJpxRciWHaebZ1wv2rjySrkYW5LGfXqRR,89nKopjqgjZVJx9JmRZBW7CU6uweaMMdjscv5GMMpump,5JkK82LvEipmGaUf8n8jQfFAaWEpSBnXAfzypVjungMg,SELL,226457.715789,,,,Pump.fun,False,False,REAL
25PsYbiRBungQjH3gJruUrkQ77YNnJt5zg79ZD2BjuaEzcRNrsc9KwRG6Ev6eNkomH8qy6G2r5g4XD891tJEXQ4z,444607767,2026-09-05 20:13:19,4pvFz4mMDyEbJpxRciWHaebZ1wv2rjySrkYW5LGfXqRR,89nKopjqgjZVJx9JmRZBW7CU6uweaMMdjscv5GMMpump,2r5uLmsieaq3ePmnJowmCyNNghe3wxvMrfaVHJZdHekw,SELL,1418380.398462,,,,Pump.fun,False,False,REAL
4G1VFxstPQVsMKNcu2kfx9C2pNmYJNhg7kdnqdE5kVqRfgqqxhCUwcoaxqgYEe5ffnYXJydQ6un2V2DYhqR33pEF,444607423,2026-09-05 20:11:31,BC8zHYZ8WYKGXScphYf3mkszadyPs7MhTP3S7xNjx9Ke,BLUPbQnwyjrKQZuXWZPJNWU3bUnLejyo3vzmCerCpump,C1E6eDuxBAtmwCuF5YvjMjPMsnhyTrsyt3MKv1mZbrvk,SELL,409000.859862,,,,Pump.fun,False,False,REAL
2zvix2ULCXPPpvDDFDRRTQhC7MZ7bpSUEq79Vsfkn6HjVCW77rNDUu635xQ3XBSqMo6wctFi863KXtXueZSE7hVx,444604791,2026-09-05 19:57:42,BC8zHYZ8WYKGXScphYf3mkszadyPs7MhTP3S7xNjx9Ke,BLUPbQnwyjrKQZuXWZPJNWU3bUnLejyo3vzmCerCpump,85ZDtneCccsshCq2748qGVnBHHCsks3YsTqjrKmtwHg2,SELL,350083.915359,,,,Raydium_AMM_V4,False,False,REAL
4P2rFBkpQgHzE1X4gavJkp2QdANTM3h2duHwdKWhU6X1P7o3q6WTNxQNmfhvBa2UCvxBUcFsuRMWCGtwrFZkCHsD,444608550,2026-09-05 20:17:26,CeK694rjbw8AwwN6eXRXq8qDnSEc6Hmghq1f54KG6pBu,3hLfxCKWwtsHogi54ZbCBL2Vw8yHVjKdZ9mPokknpump,7hcXxG5ygjWoZjdWpccojWnZTo4YgW2TFJkpo8Lsm6ut,BUY,1862698.636148002,,,,Generic_DEX,False,False,REAL
4MkGVSW4e5s1g198g95cargRTjuijbnBKqk5ahTwYff2r3nZ7S3x25e7PS2XA9oktYLRCHBRGwFLN96Jgn7MLfJW,444608536,2026-09-05 20:17:22,CeK694rjbw8AwwN6eXRXq8qDnSEc6Hmghq1f54KG6pBu,3hLfxCKWwtsHogi54ZbCBL2Vw8yHVjKdZ9mPokknpump,2r3zfwxmLipCrLBdCta6kE3bWdkHajbrCrzeguKgiLEV,SELL,4403.004456,,,,Generic_DEX,False,False,REAL
647AVBAWeJA1t89VavfWde5qKRaWrkmkNwcgp86tV4tvdBLU5yiFBWJX6RTmVyHFLxBd2C8Ybj9wXxFy679y86pN,444608444,2026-09-05 20:16:52,CeK694rjbw8AwwN6eXRXq8qDnSEc6Hmghq1f54KG6pBu,3hLfxCKWwtsHogi54ZbCBL2Vw8yHVjKdZ9mPokknpump,DUyMD4vsQPBLsHhRaYt8RtDWuXKWFnTLdTHsrYLuEDSH,SELL,13834122.86907,,,,Raydium_AMM_V4,False,False,REAL
2yH6eeMu9Wk7ihw4bzej9xBD6xbequQjHSqjnXex7FMUWHmdMfSApKVXNH3FCYZePkYPUK23hJTyu7djZWsueQy,444608328,2026-09-05 20:16:15,CeK694rjbw8AwwN6eXRXq8qDnSEc6Hmghq1f54KG6pBu,3hLfxCKWwtsHogi54ZbCBL2Vw8yHVjKdZ9mPokknpump,9iMku9xYyyKdGZ45mpv1R6Mt4yedc7wFi89jE3JRdA6Q,BUY,157635.529515,,,,Generic_DEX,False,False,REAL
